Stock_Price,Bond_Yield,GDP_Growth,Inflation_Rate,Interest_Rate
100.0,5.0,2.2483570765056164,2.422772674924288,5.0
108.16326530612245,4.918367346938775,2.094133155536857,4.406590942262119,4.918367346938775
116.3265306122449,4.836734693877551,2.650374881295244,2.2236519310393126,4.836734693877551
124.48979591836735,4.755102040816326,3.25131084657136,4.960660809801552,4.755102040816326
132.6530612244898,4.673469387755102,2.5359845371281278,4.3167343078899725,4.673469387755102
140.81632653061223,4.591836734693878,2.699258052137654,2.5961470446025174,4.591836734693878
148.9795918367347,4.510204081632653,3.76919824448839,2.016566351370807,4.510204081632653
157.14285714285714,4.428571428571429,3.526574507433597,4.446384285364502,4.428571428571429
165.30612244897958,4.346938775510204,3.0713852560121153,4.120572031542851,4.346938775510204
173.46938775510205,4.26530612244898,3.7406677768950236,4.187021504122962,4.26530612244898
181.6326530612245,4.183673469387755,3.4009442148182587,4.313811040057837,4.183673469387755
189.79591836734693,4.1020408163265305,3.5630534905618103,2.222133955202271,4.1020408163265305
197.9591836734694,4.020408163265306,4.080164809252405,3.0753971856328177,4.020408163265306
206.12244897959184,3.938775510204082,3.1658088572629373,2.347607178575389,3.938775510204082
214.28571428571428,3.857142857142857,3.4232553694577694,4.5893102776267805,3.857142857142857
222.44897959183675,3.775510204081633,4.167835827216249,3.8698943804826738,3.775510204081633
230.6122448979592,3.6938775510204085,4.105829337791972,2.9926940745579476,3.6938775510204085
238.77551020408163,3.612244897959184,4.93263387037927,2.190675050858071,3.612244897959184
246.9387755102041,3.5306122448979593,4.484763472443476,2.9329469651469866,3.5306122448979593
255.10204081632654,3.4489795918367347,4.395888965658885,2.975549966080241,3.4489795918367347
263.265306122449,3.36734693877551,5.998130506909757,4.188818535014192,3.36734693877551
271.42857142857144,3.2857142857142856,5.315683278328161,3.9126724140656393,3.2857142857142856
279.59183673469386,3.2040816326530615,5.625600837037839,4.66163822772898,3.2040816326530615
287.7551020408163,3.122448979591837,5.042727947709598,3.4166447754858478,3.122448979591837
295.9183673469388,3.0408163265306123,5.646175984676185,2.358782737814905,3.0408163265306123
304.0816326530612,2.9591836734693877,6.137093947916157,4.139734361668985,2.9591836734693877
312.2448979591837,2.8775510204081636,5.669401170472522,4.282355145850692,2.8775510204081636
320.40816326530614,2.795918367346939,6.596012274478959,3.6838315927084886,2.795918367346939
328.57142857142856,2.7142857142857144,6.271109226469169,4.312901539863683,2.7142857142857144
336.734693877551,2.63265306122449,6.588847002654382,3.4813867890931722,2.63265306122449
344.8979591836735,2.5510204081632657,6.597105877558772,3.568198488145982,2.5510204081632657
353.0612244897959,2.469387755102041,7.987363582050388,3.282623055075649,2.469387755102041
361.2244897959184,2.3877551020408165,7.217741183549401,2.0762573802322857,2.3877551020408165
369.38775510204084,2.306122448979592,6.858899637562867,2.3236742809799136,2.306122448979592
377.55102040816325,2.2244897959183674,7.962292864214859,2.094287557060203,2.2244897959183674
385.7142857142857,2.1428571428571432,7.103863889300204,3.909231233791341,2.1428571428571432
393.8775510204082,2.0612244897959187,7.981982817910541,2.94306794322898,2.0612244897959187
402.0408163265306,1.979591836734694,7.060981264590724,3.525712073494108,1.979591836734694
410.2040816326531,1.8979591836734695,7.539988608203846,4.7226994217782785,1.8979591836734695
418.36734693877554,1.8163265306122454,8.465777556710073,2.7478766874466247,1.8163265306122454
426.53061224489795,1.7346938775510208,8.899845534895665,3.2311487691068894,1.7346938775510208
434.6938775510204,1.6530612244897962,8.779561691615394,4.266653415629146,1.6530612244897962
442.8571428571429,1.5714285714285716,8.799318715948738,2.6863944964748674,1.5714285714285716
451.0204081632653,1.489795918367347,8.869856315470662,2.230939729486379,1.489795918367347
459.18367346938777,1.408163265306123,8.444412474204043,2.869254358741304,1.408163265306123
467.34693877551024,1.3265306122448983,8.987016671312851,2.4836638617620133,1.3265306122448983
475.51020408163265,1.2448979591836737,9.27988469615276,4.789092957027719,1.2448979591836737
483.6734693877551,1.1632653061224492,10.202030500864561,4.424361138693251,1.1632653061224492
491.8367346938776,1.0816326530612246,10.008543838661783,3.9002112695312703,1.0816326530612246
500.0,1.0,9.118479922318633,4.614381770563153,1.0
